SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ICICIB22, EQ, 03-Jul-2020,25.75,25.96,26.09,25.72,25.93,25.96,25.95,252091,65.43,2254,175933,69.79
ICICIBANK, EQ, 03-Jul-2020,362.85,364.65,367.15,359.8,360.8,361,363.13,28779331,104506.4,208640,6423258,22.32
ICICIBANKN, EQ, 03-Jul-2020,218.34,221.95,221.95,216.71,218.1,216.99,218.21,17808,38.86,592,3276,18.4
ICICIBANKP, EQ, 03-Jul-2020,119.18,118,119.97,117.12,117.6,117.87,118.28,4982,5.89,130,3958,79.45
ICICIGI, EQ, 03-Jul-2020,1289.1,1290.6,1300,1275.2,1276.1,1279.3,1287.46,194878,2508.98,13573,105062,53.91
ICICIGOLD, EQ, 03-Jul-2020,43.17,42.82,43.79,42.82,43.16,43.17,43.3,739962,320.42,1061,710064,95.96
ICICILIQ, EQ, 03-Jul-2020,999.99,999.95,1000.01,999.95,999.99,999.99,1000,5659,56.59,31,4366,77.15
ICICILOVOL, EQ, 03-Jul-2020,87.01,89,89,85.15,88,87.96,87.76,3274,2.87,166,1333,40.71
ICICIM150, EQ, 03-Jul-2020,57.18,57.31,58.29,57.31,57.6,57.61,57.71,2666,1.54,141,1366,51.24
ICICIMCAP, EQ, 03-Jul-2020,56.17,58,58,56.1,56.5,56.5,56.66,14858,8.42,133,10799,72.68
ICICINF100, EQ, 03-Jul-2020,114.78,114.78,115.5,112.01,115.2,115.32,114.95,41471,47.67,310,40073,96.63
ICICINIFTY, EQ, 03-Jul-2020,111.15,113,113,111.1,111.7,111.8,111.71,510412,570.19,4334,454244,89
ICICINV20, EQ, 03-Jul-2020,52.54,53,54.5,52,52.1,52.71,52.79,5380,2.84,269,4322,80.33
ICICINXT50, EQ, 03-Jul-2020,26.05,26.05,27.27,26.03,26.3,26.28,26.4,7525,1.99,124,6013,79.91
ICICIPRULI, EQ, 03-Jul-2020,425.4,429,443.55,427,433.7,433.5,436.29,3831136,16714.89,56452,773745,20.2
ICICISENSX, EQ, 03-Jul-2020,382.73,384.99,388.77,382,385.99,383.21,385.13,2610,10.05,98,525,20.11
ICIL, EQ, 03-Jul-2020,39.05,40.8,40.95,39,39.25,39.15,40.05,263824,105.66,1350,184990,70.12
ICRA, EQ, 03-Jul-2020,2503,2538.95,2550,2488.25,2496.2,2499.3,2512.02,1370,34.41,361,662,48.32
IDBI, EQ, 03-Jul-2020,48.6,51,51,51,51,51,51,1681925,857.78,5003,1675978,99.65
IDBIGOLD, EQ, 03-Jul-2020,4500.1,4422.1,4523.75,4422.1,4500.05,4507.5,4494.16,41,1.84,27,24,58.54
IDEA, EQ, 03-Jul-2020,10.05,10.1,10.25,9.85,10.05,10,10.04,262034228,26314.47,169302,68206349,26.03
IDFC, EQ, 03-Jul-2020,19.05,19.15,19.25,18.85,19.05,19.05,19.07,6237918,1189.82,14089,3187355,51.1
IDFCFIRSTB, EQ, 03-Jul-2020,26.8,27,27.1,26.55,26.7,26.75,26.78,19119529,5120.52,30538,3979435,20.81
IDFCFIRSTB, N1, 03-Jul-2020,5200,5202.63,5202.67,5202.63,5202.67,5202.67,5202.65,12,0.62,3,8,66.67
IDFCFIRSTB, N2, 03-Jul-2020,10390,10390,10390,10385.6,10385.65,10385.65,10388.12,14,1.45,5,14,100
IDFCFIRSTB, N3, 03-Jul-2020,5165,5100.01,5210,5100.01,5190,5190,5176.14,37,1.92,16,27,72.97
IDFCFIRSTB, N4, 03-Jul-2020,9985.5,9986,9986,9926.05,9956.28,9956.28,9981.12,28,2.79,10,25,89.29
IDFCFIRSTB, N5, 03-Jul-2020,5055,5065,5065,5065,5065,5065,5065,2,0.1,1,2,100
IDFCFIRSTB, N6, 03-Jul-2020,10195.5,10205.5,10205.5,10200,10200,10200,10203,33,3.37,5,33,100
IDFCFIRSTB, N9, 03-Jul-2020,5130.04,5160.01,5160.01,5160.01,5160.01,5160.01,5160.01,4,0.21,1,4,100
IDFCFIRSTB, NA, 03-Jul-2020,10350.21,10330.01,10400,10300.01,10400,10400,10349.36,22,2.28,9,16,72.73
IDFCFIRSTB, NB, 03-Jul-2020,5105.01,5050.01,5100,5050.01,5100,5075,5075.01,8,0.41,2,4,50
IDFCFIRSTB, NC, 03-Jul-2020,9946,9950,9960,9950,9960,9960,9956.67,12,1.19,3,12,100
IDFNIFTYET, EQ, 03-Jul-2020,107.91,109.7,109.7,109.7,109.7,109.7,109.7,14,0.02,2,14,100
IEX, EQ, 03-Jul-2020,183.85,183.9,190,183.85,187.9,187.85,187.79,516400,969.74,12084,259348,50.22
IFBAGRO, EQ, 03-Jul-2020,305.2,306.25,309.55,295,300,301.65,303.23,4806,14.57,298,3362,69.95
IFBIND, EQ, 03-Jul-2020,419.85,424,424,414.1,414.2,415.95,418.94,46283,193.9,2248,29636,64.03
IFCI, EQ, 03-Jul-2020,7.9,8.15,8.2,7.65,7.7,7.7,7.79,8069941,628.49,113253,3722503,46.13
IFCI, NF, 03-Jul-2020,1056.01,1056,1056,1056,1056,1056,1056,35,0.37,1,35,100
IFCI, NH, 03-Jul-2020,1060.4,1078,1078,1059.99,1060,1059.99,1061.1,815,8.65,19,732,89.82
IFCI, NL, 03-Jul-2020,1025,1030,1030,1025,1025,1025,1026.31,80,0.82,3,65,81.25
IFGLEXPOR, EQ, 03-Jul-2020,129.05,136.5,136.5,126.95,131.3,131.35,131.12,760,1,43,594,78.16
IGARASHI, EQ, 03-Jul-2020,289.25,291.2,291.4,282,285,284.25,285.01,83913,239.16,3387,35768,42.63
IGL, EQ, 03-Jul-2020,444.6,448.6,453.25,444,448.9,447.5,448.3,2368537,10618.22,42235,528126,22.3
IGPL, EQ, 03-Jul-2020,141.15,140.65,155.25,140.65,152,154.8,151.58,166222,251.96,2426,96603,58.12
IIFCL, N2, 03-Jul-2020,1175.1,1175.3,1195,1175.3,1195,1195,1194.76,820,9.8,7,810,98.78
IIFCL, N4, 03-Jul-2020,1470,1451,1451,1443.3,1445,1445,1446.31,1286,18.6,13,1285,99.92
IIFL, EQ, 03-Jul-2020,75.85,76.95,76.95,74,74.45,74.2,75.09,420408,315.7,2626,243510,57.92
IIFL, N3, 03-Jul-2020,1119.55,1120.2,1120.2,1120.2,1120.2,1120.2,1120.2,72,0.81,2,72,100
IIFL, N4, 03-Jul-2020,997.84,1004,1004,994,994,994,997.51,670,6.68,14,645,96.27
IIFL, N5, 03-Jul-2020,1030.55,1030.85,1030.85,1030.85,1030.85,1030.85,1030.85,360,3.71,9,360,100
IIFL, N6, 03-Jul-2020,987,950,950,950,950,950,950,1,0.01,1,1,100
IIFL, N8, 03-Jul-2020,1079.4,1079.65,1080,1079.65,1079.65,1079.65,1079.88,375,4.05,11,375,100
IIFL, NB, 03-Jul-2020,1007.3,1011.75,1011.75,1011.75,1011.75,1011.75,1011.75,15,0.15,1,15,100
IIFL, NC, 03-Jul-2020,990,985,985,985,985,985,985,50,0.49,1,50,100
IIFLSEC, EQ, 03-Jul-2020,46.85,47.8,47.8,46,46.2,46.25,46.48,487834,226.77,1879,301696,61.84
IIFLWAM, EQ, 03-Jul-2020,991.5,1007.95,1012,975,983.3,983.25,988.79,5831,57.66,724,3648,62.56
IITL, EQ, 03-Jul-2020,59,58.95,59,58.95,59,59,58.96,29,0.02,2,29,100
IL&FSENGG, BZ, 03-Jul-2020,4.9,5.1,5.1,5.1,5.1,5.1,5.1,18238,0.93,23, -, -
IL&FSTRANS, BZ, 03-Jul-2020,1.65,1.7,1.7,1.7,1.7,1.7,1.7,312459,5.31,95, -, -
IMAGICAA, BE, 03-Jul-2020,5.1,5,5.35,4.85,5.3,5.05,5,323319,16.17,532, -, -
IMFA, EQ, 03-Jul-2020,159.1,161.8,161.8,156.55,159.5,158.95,159.73,3701,5.91,188,2110,57.01
IMPAL, EQ, 03-Jul-2020,524.7,529.25,529.25,520,525,525.25,525.27,1828,9.6,177,1524,83.37
IMPEXFERRO, BE, 03-Jul-2020,0.5,0.45,0.5,0.45,0.5,0.5,0.5,48520,0.24,8, -, -
INDBANK, EQ, 03-Jul-2020,7.15,7.4,7.6,7.2,7.25,7.3,7.35,107876,7.93,286,59357,55.02
INDHOTEL, EQ, 03-Jul-2020,79.35,79.95,80.8,79,80.2,80.3,80.15,1109300,889.08,7322,371205,33.46
INDIACEM, EQ, 03-Jul-2020,125.85,126.5,127.85,124.45,125.2,125.3,125.71,1712893,2153.3,12604,614333,35.87
INDIAGLYCO, EQ, 03-Jul-2020,275.8,277.4,277.4,271,271.95,271.65,273.41,114070,311.88,4294,41981,36.8
INDIAMART, EQ, 03-Jul-2020,2119.95,2085,2136.9,2081.55,2100,2099.85,2103.87,183196,3854.21,12188,95023,51.87
INDIANB, EQ, 03-Jul-2020,65.8,65.95,66.5,64.05,64.4,64.55,64.8,1779928,1153.47,11074,592936,33.31
INDIANCARD, EQ, 03-Jul-2020,89.95,91.5,91.5,86.15,89.8,88.35,89.36,943,0.84,53,451,47.83
INDIANHUME, EQ, 03-Jul-2020,178.1,179.85,183.45,176.8,177.6,178.15,179.64,140733,252.82,3637,52880,37.57
INDIGO, EQ, 03-Jul-2020,1001.85,1011.85,1018,1001.25,1010,1012.15,1010.08,757674,7653.14,22801,138160,18.23
INDIGRID, IV, 03-Jul-2020,101.89,101.9,102.29,101,101,101,101.35,236439,239.63,74,221130,93.53
INDLMETER, BE, 03-Jul-2020,16.25,15.45,17.05,15.45,16.5,16.5,16.91,4921,0.83,16, -, -
INDNIPPON, EQ, 03-Jul-2020,294.1,296,299,288.5,295,293.8,294.85,58417,172.25,1288,28342,48.52
INDOCO, EQ, 03-Jul-2020,209.2,212.3,212.35,203.85,205.95,205.3,205.29,290897,597.17,2992,251682,86.52
INDORAMA, EQ, 03-Jul-2020,16.7,16.6,17.45,16.25,16.9,17.05,16.95,70143,11.89,395,45945,65.5
INDOSOLAR, BZ, 03-Jul-2020,1.85,1.9,1.9,1.9,1.9,1.9,1.9,289795,5.51,61, -, -
INDOSTAR, EQ, 03-Jul-2020,273.55,275.1,277.4,266.1,267.2,270.75,271.29,22775,61.79,984,7161,31.44
INDOTECH, EQ, 03-Jul-2020,98.55,103,103,96.15,96.7,97.15,99.2,8960,8.89,465,4294,47.92
INDOTHAI, BE, 03-Jul-2020,18.15,18.1,18.3,18,18.1,18.1,18.1,5327,0.96,45, -, -
INDOWIND, BE, 03-Jul-2020,4,4.15,4.15,3.8,3.8,3.85,3.96,81286,3.22,183, -, -
INDRAMEDCO, EQ, 03-Jul-2020,52.85,53.25,53.25,51.15,51.5,51.65,51.89,210608,109.27,2098,124698,59.21
INDSWFTLAB, EQ, 03-Jul-2020,35.3,36.4,36.4,33.8,34.05,34.2,34.55,27236,9.41,250,13413,49.25
INDSWFTLTD, BE, 03-Jul-2020,3.2,3.2,3.35,3.2,3.35,3.35,3.25,20195,0.66,20, -, -
INDTERRAIN, EQ, 03-Jul-2020,31.7,31.4,32.4,30,30.65,30.5,30.91,222136,68.66,1125,163478,73.59
INDUSINDBK, EQ, 03-Jul-2020,494.8,499.85,500,484.35,487.5,487.2,489.81,15633607,76574.9,180474,2516680,16.1
INEOSSTYRO, EQ, 03-Jul-2020,763.5,767.35,767.35,750,766.9,764.55,759.24,5935,45.06,369,4224,71.17
INFIBEAM, EQ, 03-Jul-2020,65.4,68.65,68.65,63.6,64.2,64.3,66.01,1043475,688.84,4312,675216,64.71
INFOBEAN, EQ, 03-Jul-2020,89.9,92.95,92.95,88.75,91,91.35,90.49,35225,31.87,562,26720,75.86
INFRABEES, EQ, 03-Jul-2020,315.39,315.39,320,315.39,320,318.96,317.45,1098,3.49,37,967,88.07
INFRATEL, EQ, 03-Jul-2020,222.35,222.35,228.5,221.15,226.5,226.7,226.04,5944142,13436.07,50640,1520304,25.58
INFY, EQ, 03-Jul-2020,756.6,755,764,752.5,762.15,762.7,759.35,7796573,59203.49,148320,3290825,42.21
INGERRAND, EQ, 03-Jul-2020,625.75,635,637.9,620.6,631,629,633.01,11744,74.34,1249,7119,60.62
INNOVANA, SM, 03-Jul-2020,86.6,90.9,90.9,90.9,90.9,90.9,90.9,2000,1.82,2,2000,100
INNOVATIVE, SM, 03-Jul-2020,6.8,7.1,7.1,6.8,7.1,7.1,7.03,21000,1.48,7,18000,85.71
INOXLEISUR, EQ, 03-Jul-2020,234.15,234,240,230.25,234,232.85,235.09,381498,896.87,25119,200737,52.62
INOXWIND, EQ, 03-Jul-2020,40.15,40.3,40.5,39.55,39.7,39.75,39.91,72550,28.95,528,62192,85.72
INSECTICID, EQ, 03-Jul-2020,439,437,444.9,432,434.95,434.1,436.45,38665,168.75,2431,18090,46.79
INSPIRISYS, EQ, 03-Jul-2020,22.6,22.15,22.5,21.1,22.25,21.95,21.74,11966,2.6,126,8300,69.36
INTELLECT, EQ, 03-Jul-2020,109.45,110.45,110.55,105,107,107.25,107.72,78907,85,965,62825,79.62
INTENTECH, EQ, 03-Jul-2020,27.75,30.5,30.5,30.5,30.5,30.5,30.5,13097,3.99,81,13078,99.85
INVENTURE, EQ, 03-Jul-2020,13.85,13.5,14,13,13.25,13.25,13.57,14153,1.92,51,13391,94.62
IOB, EQ, 03-Jul-2020,11.5,11.65,11.7,11.05,11.2,11.15,11.23,6125354,687.92,7205,3592862,58.66
IOC, EQ, 03-Jul-2020,88.35,88.4,89.1,87.2,87.8,87.85,87.89,9989790,8779.63,36973,1821611,18.23
IOLCP, EQ, 03-Jul-2020,491.25,491.55,529.7,482.75,519.9,523,514.48,3557345,18301.65,66597,501398,14.09
IPCALAB, EQ, 03-Jul-2020,1657.6,1661,1689,1650,1660.05,1662.7,1669.38,130171,2173.05,14907,55822,42.88
IRB, EQ, 03-Jul-2020,95.15,95.6,100.6,94.65,98.45,99.1,98.04,5806746,5693.19,27493,1560518,26.87
IRBINVIT, IV, 03-Jul-2020,39.2,39.45,39.83,39.3,39.6,39.76,39.64,160000,63.42,59,142500,89.06
IRCON, EQ, 03-Jul-2020,93.3,94,94.2,91,91.75,91.6,92.04,628840,578.77,6127,239900,38.15
IRCTC, EQ, 03-Jul-2020,1412.35,1415,1425,1398,1405,1405.1,1408.04,599488,8441.02,34447,176475,29.44
IREDA, N2, 03-Jul-2020,1440,1540,1660,1540,1660,1660,1648.08,100,1.65,7,100,100
IRFC, N1, 03-Jul-2020,1118.24,1120,1123,1120,1120,1120,1120.06,2354,26.37,14,2304,97.88
IRFC, N2, 03-Jul-2020,1263,1255.2,1255.2,1255.1,1255.1,1255.12,1255.12,130,1.63,2,130,100
IRFC, N7, 03-Jul-2020,1300,1300,1300,1300,1300,1300,1300,10,0.13,1,10,100
IRFC, N9, 03-Jul-2020,1220,1210,1210,1204,1204,1204,1206.64,25,0.3,2,25,100
IRFC, NA, 03-Jul-2020,1306.56,1309,1309,1309,1309,1309,1309,50,0.65,1,50,100
IRFC, NE, 03-Jul-2020,1340,1281,1364.99,1281,1340,1340,1327.17,182,2.42,7,181,99.45
IRFC, NI, 03-Jul-2020,1181.1,1184,1184,1184,1184,1184,1184,100,1.18,1,100,100
IRFC, NJ, 03-Jul-2020,1264.8,1255,1270,1255,1265,1265,1265.71,692,8.76,12,516,74.57
IRFC, NK, 03-Jul-2020,1320.05,1323,1323,1323,1323,1323,1323,1,0.01,1,1,100
IRFC, NO, 03-Jul-2020,1294,1292.6,1295,1292.6,1294,1294,1294.03,106,1.37,8,101,95.28
ISEC, EQ, 03-Jul-2020,492.75,494.6,496.9,488.2,492.45,492,491.84,230670,1134.53,5816,90000,39.02
ISFT, BE, 03-Jul-2020,55,57.75,57.75,53.2,55.1,57.15,57.34,6792,3.89,77, -, -
ISMTLTD, BE, 03-Jul-2020,5.05,5.3,5.3,5.3,5.3,5.3,5.3,95856,5.08,93, -, -
ITC, EQ, 03-Jul-2020,205.85,208,208.5,206,206.85,207.55,207.43,37896333,78608.9,182591,18355448,48.44
ITDC, EQ, 03-Jul-2020,212.95,212.95,213.9,207.05,208.9,209.15,210.33,20711,43.56,773,10269,49.58
ITDCEM, EQ, 03-Jul-2020,53.85,54.35,54.65,52.05,52.75,52.6,53.06,273583,145.16,3999,140606,51.39
ITI, EQ, 03-Jul-2020,103.3,105.55,113.65,104.25,111.05,111.95,109.74,6397126,7020.22,42515,1567880,24.51
IVC, BE, 03-Jul-2020,3.45,3.45,3.45,3.3,3.35,3.3,3.32,164648,5.47,268, -, -
IVP, EQ, 03-Jul-2020,37.2,38.95,40.9,38.95,40.9,40.9,40.59,4236,1.72,75,4116,97.17
IVZINGOLD, EQ, 03-Jul-2020,4400,4700,4700,4362,4425,4425,4407.17,24,1.06,15,21,87.5
IZMO, EQ, 03-Jul-2020,24.7,25.7,25.9,24,24.25,24.35,25.11,55830,14.02,757,35668,63.89
J&KBANK, EQ, 03-Jul-2020,18,18.1,18.6,17.35,17.4,17.4,17.62,3990827,703.38,5474,2493161,62.47
JAGRAN, EQ, 03-Jul-2020,41.15,41.5,41.6,40.55,40.75,40.7,40.82,488016,199.19,3873,302631,62.01
JAGSNPHARM, EQ, 03-Jul-2020,38.9,40.8,40.8,40.8,40.8,40.8,40.8,41876,17.09,131,41876,100
JAIBALAJI, EQ, 03-Jul-2020,22.35,22.5,23.2,22.35,22.5,22.6,22.52,25630,5.77,63,24769,96.64
JAICORPLTD, EQ, 03-Jul-2020,91.7,91.95,96.3,89.6,95.7,95.05,93.84,6896008,6471.27,30526,1475918,21.4
JAINSTUDIO, BE, 03-Jul-2020,2.6,2.7,2.7,2.7,2.7,2.7,2.7,1835,0.05,5, -, -
JAKHARIA, SM, 03-Jul-2020,160,159,159,159,159,159,159,800,1.27,1,800,100
JAMNAAUTO, EQ, 03-Jul-2020,31.9,32.6,33.5,31.3,32.9,33.05,32.71,2201049,720.03,7418,747925,33.98
JASH, EQ, 03-Jul-2020,165.55,165,165,160.3,162.95,161.95,163.76,3748,6.14,53,3617,96.5
JAYAGROGN, EQ, 03-Jul-2020,99.65,99.6,100.85,98,98.1,98.1,98.57,3144,3.1,54,2985,94.94
JAYBARMARU, EQ, 03-Jul-2020,199.15,201.75,202,195,197.75,197.05,198.04,23325,46.19,812,11683,50.09
JAYNECOIND, BE, 03-Jul-2020,3.95,3.8,4,3.8,3.8,3.8,3.85,40046,1.54,54, -, -
JAYSREETEA, EQ, 03-Jul-2020,44.2,44.95,46.7,44.5,46.15,45.85,45.86,81551,37.4,801,45073,55.27
JBCHEPHARM, EQ, 03-Jul-2020,714.2,734,742,701.2,715,718.65,720.05,1250696,9005.6,24034,549959,43.97
JBFIND, BE, 03-Jul-2020,12.35,12,12.2,11.75,11.75,11.8,11.83,135867,16.07,211, -, -
JBMA, EQ, 03-Jul-2020,214.1,215.95,220.05,215,218,217.25,216.7,30106,65.24,1092,17890,59.42
JCHAC, EQ, 03-Jul-2020,2230.1,2230.1,2279.1,2226.05,2255,2253,2255.94,9163,206.71,1802,4190,45.73
JETAIRWAYS, BZ, 03-Jul-2020,33.95,35.6,35.6,32.3,32.3,32.3,33.17,90619,30.05,609, -, -
JHS, BE, 03-Jul-2020,17.3,16.45,16.45,16.45,16.45,16.45,16.45,18292,3.01,116, -, -
JINDALPHOT, EQ, 03-Jul-2020,16.05,16.2,16.2,14.45,14.65,15.1,15.21,7269,1.11,118,4789,65.88
JINDALPOLY, EQ, 03-Jul-2020,380.95,382,395.1,372,385,384.55,384.33,138151,530.96,5818,61974,44.86
JINDALSAW, EQ, 03-Jul-2020,58.1,58.4,61.5,58.3,60.8,60.7,60.22,3269049,1968.48,13087,1219963,37.32
JINDALSTEL, EQ, 03-Jul-2020,154.1,155.25,156.9,152.85,153.45,153.7,154.7,8417786,13022.58,40975,1039240,12.35
JINDRILL, BE, 03-Jul-2020,73,75,75,71.45,73.8,73.55,73,5060,3.69,66, -, -
JINDWORLD, EQ, 03-Jul-2020,48.15,48.3,49.9,47,47.95,47.85,47.92,7770,3.72,151,5111,65.78
JISLDVREQS, BE, 03-Jul-2020,14.15,14.85,14.85,13.45,13.45,13.45,14.38,243913,35.08,534, -, -
JISLJALEQS, BE, 03-Jul-2020,13.95,14.6,14.6,13.3,13.3,13.3,14.14,5236548,740.5,6785, -, -
JITFINFRA, BE, 03-Jul-2020,8.35,8.2,8.3,7.95,8,8,8,15846,1.27,56, -, -
JIYAECO, EQ, 03-Jul-2020,13,13.65,13.65,13.65,13.65,13.65,13.65,51522,7.03,149,51518,99.99
JKCEMENT, EQ, 03-Jul-2020,1395.05,1400,1424.8,1392.05,1417,1412.85,1410.1,36930,520.75,5431,15842,42.9
JKIL, EQ, 03-Jul-2020,97.05,98.95,101.4,97.35,99.25,99.25,99.1,182635,181,3320,91246,49.96
JKLAKSHMI, EQ, 03-Jul-2020,259.85,260.9,278.9,258,278.05,276.3,269.41,647503,1744.41,11483,214021,33.05
JKPAPER, EQ, 03-Jul-2020,99.8,100.35,101.9,99.15,100.35,99.95,100.44,2526110,2537.23,11104,799084,31.63
JKTYRE, EQ, 03-Jul-2020,64.45,64.75,65.8,64,64.35,64.35,64.72,1393314,901.81,7272,452848,32.5
JMA, EQ, 03-Jul-2020,22.2,22.2,22.2,20.5,21.2,21.55,21.33,5081,1.08,50,2792,54.95
JMCPROJECT, EQ, 03-Jul-2020,53.3,53.6,54.5,51.1,52.65,52.55,52.58,143302,75.35,1685,63302,44.17
JMFINANCIL, EQ, 03-Jul-2020,73,73.65,74.9,72.15,73.3,73.15,73.58,1127272,829.44,7271,404355,35.87
JMTAUTOLTD, BE, 03-Jul-2020,6.3,6,6,6,6,6,6,177952,10.68,734, -, -
JOCIL, EQ, 03-Jul-2020,150.75,151.75,153,147,149.25,148.35,149.33,10942,16.34,391,7174,65.56
JPASSOCIAT, EQ, 03-Jul-2020,2.8,2.9,2.9,2.7,2.9,2.9,2.86,47916163,1368.28,13980,24781023,51.72
JPINFRATEC, BE, 03-Jul-2020,1.95,2,2,1.9,2,2,1.98,6577895,130.19,2693, -, -
JPOLYINVST, BE, 03-Jul-2020,17.5,17.5,18.35,16.65,17,17,17.29,3441,0.6,26, -, -
JPPOWER, EQ, 03-Jul-2020,2.1,2.2,2.2,2,2.2,2.2,2.14,57071615,1219.86,10896,28444722,49.84
JSL, EQ, 03-Jul-2020,41.05,41.4,41.6,39.6,40.35,40.35,40.49,533145,215.86,1527,304795,57.17
JSLHISAR, EQ, 03-Jul-2020,70.75,72,72,68.5,69.4,69,69.59,255534,177.82,1702,150980,59.08
JSWENERGY, EQ, 03-Jul-2020,50.35,50.65,50.75,48.7,48.8,48.95,49.33,1054729,520.3,5856,433629,41.11
JSWHL, EQ, 03-Jul-2020,1982.75,1980.1,1994.85,1967,1981,1971.15,1973.04,465,9.17,58,425,91.4
JSWSTEEL, EQ, 03-Jul-2020,194.45,195.7,196.5,190.5,191,190.95,192.62,6610649,12733.28,36493,1949117,29.48
JTEKTINDIA, EQ, 03-Jul-2020,67.3,67.95,68.85,67.05,68,68.05,68.09,347331,236.49,2412,179315,51.63
JUBILANT, EQ, 03-Jul-2020,679.65,685,688.8,670,683,683.8,679.22,233383,1585.19,7000,101563,43.52
JUBLFOOD, EQ, 03-Jul-2020,1725.65,1735,1754.95,1728.9,1735.7,1737.05,1742.4,367896,6410.21,20500,74474,20.24
JUBLINDS, EQ, 03-Jul-2020,107.3,107.25,109.1,105,106.5,107,106.2,4480,4.76,218,2454,54.78
JUMPNET, EQ, 03-Jul-2020,59.75,60.95,61.8,59.5,60,60.1,60.35,855598,516.4,512,696001,81.35
JUNIORBEES, EQ, 03-Jul-2020,271.15,270,274,270,272.75,272.3,272.3,43623,118.79,2921,28456,65.23
JUSTDIAL, EQ, 03-Jul-2020,386.15,390,392.95,381.6,383,382.8,387.75,3447504,13367.6,46932,308944,8.96
JVLAGRO, BZ, 03-Jul-2020,1.35,1.4,1.4,1.3,1.4,1.4,1.36,1793889,24.36,783, -, -
JYOTHYLAB, EQ, 03-Jul-2020,117.9,121,124.95,121,121.75,122.05,122.71,1083704,1329.83,12757,336644,31.06
KABRAEXTRU, EQ, 03-Jul-2020,52.4,52.4,53.75,51.95,52.1,52.85,52.67,18062,9.51,470,8975,49.69
KAJARIACER, EQ, 03-Jul-2020,397.9,397.9,406.95,397.9,401.35,401.1,402.24,231673,931.88,8484,106820,46.11
KAKATCEM, EQ, 03-Jul-2020,141.15,143.5,143.5,139.95,141.75,141.8,141.71,8901,12.61,320,6148,69.07
KALPATPOWR, EQ, 03-Jul-2020,223.4,225,237.6,220.1,233.75,234.15,230.4,1016829,2342.78,14592,589433,57.97
KALYANIFRG, BE, 03-Jul-2020,137.55,133,144,133,134.55,138.9,138.25,917,1.27,16, -, -
KAMATHOTEL, EQ, 03-Jul-2020,28,28.4,30.45,27.9,28.1,28.2,29.08,313745,91.23,2018,112260,35.78
KAMDHENU, BE, 03-Jul-2020,71.95,71.95,72.3,69.5,70.05,70.55,70.74,6721,4.75,128, -, -
KANANIIND, BE, 03-Jul-2020,4.15,4.15,4.15,4.1,4.1,4.1,4.15,1148,0.05,3, -, -
KANORICHEM, EQ, 03-Jul-2020,33.65,34.25,34.4,32.85,33,32.95,33.2,21335,7.08,239,15128,70.91
KANSAINER, EQ, 03-Jul-2020,462.6,457,460.45,446,449,452.2,455.15,120047,546.39,5009,38867,32.38
KAPSTON, EQ, 03-Jul-2020,90.1,94.6,94.6,85.7,85.7,89.45,93.27,353,0.33,14,341,96.6
KARDA, BE, 03-Jul-2020,57.9,60.75,60.75,60.3,60.75,60.75,60.75,87330,53.05,654, -, -
KARMAENG, EQ, 03-Jul-2020,12.15,12.65,12.7,11.7,12.7,12.6,12.54,7265,0.91,42,5072,69.81
KARURVYSYA, EQ, 03-Jul-2020,34.55,34.85,35,33.85,34.1,34,34.37,1487807,511.41,6077,872049,58.61
KAYA, BE, 03-Jul-2020,228.5,228.5,231.95,221,222.6,223.25,224.22,16233,36.4,410, -, -
KCP, EQ, 03-Jul-2020,47.5,47.6,48.35,46.7,46.7,46.85,47.14,238875,112.61,1347,166450,69.68
KCPSUGIND, EQ, 03-Jul-2020,14.55,14.7,14.7,13.35,14.55,14.4,14.38,108335,15.58,400,65492,60.45
KDDL, BE, 03-Jul-2020,160.7,155,163,153,154,154.6,155.51,2102,3.27,92, -, -
KEC, EQ, 03-Jul-2020,272.4,273.75,282.45,271.15,276.1,276.1,276.25,494375,1365.72,12532,142788,28.88
KECL, EQ, 03-Jul-2020,12.85,12.7,12.7,12.25,12.25,12.25,12.28,105826,12.99,331,75546,71.39
KEI, EQ, 03-Jul-2020,353.7,355.95,360.9,354,356.9,357.1,357.92,221934,794.34,5206,94364,42.52
KELLTONTEC, BE, 03-Jul-2020,15,14.7,15.45,14.7,15.05,15,14.99,18917,2.83,79, -, -
KENNAMET, EQ, 03-Jul-2020,758.05,761.1,770,751.1,751.1,756.25,759.89,693,5.27,89,483,69.7
KERNEX, BE, 03-Jul-2020,17.85,18.7,18.7,18.7,18.7,18.7,18.7,1348,0.25,3, -, -
KESORAMIND, EQ, 03-Jul-2020,33.9,34,35.5,30.8,34.7,34.5,34.08,286845,97.75,1508,147351,51.37
KEYFINSERV, EQ, 03-Jul-2020,35.65,34.2,36.55,33.95,36.55,36.55,35,659,0.23,9,494,74.96
KGL, BZ, 03-Jul-2020,0.5,0.45,0.55,0.45,0.55,0.55,0.47,5733341,27,830, -, -
KHADIM, BE, 03-Jul-2020,117.7,123.55,123.55,120.2,123.55,123.55,123.07,38780,47.73,684, -, -
KHANDSE, EQ, 03-Jul-2020,10.2,10.5,10.55,10.45,10.45,10.5,10.5,252,0.03,8,237,94.05
